nagromadzenie G2_następstwo
obraza SUBJ_wskrzeszać
chwila G1_relaks
posłanka SUBJ_donieść
odzienie SUBJ_zrzucić
sposób binarny
kluska G2_brukiew
marynarz SUBJ_podporządkować
zgroza AND_śmiech
wzorzec G1_polak
betel AND_rama
pomoc G1_krewny
stanowisko G1_augustyn
portugalczyk G2_odlot
wzorzec AND_drogowskaz
grzanko pszenny
produkcja AND_rozpowszechnianie
estetyka G2_kontynuator
kształt G1_brodawka
osłabienie SUBJ_odczuwać
hołd SUBJ_nizać
przekleństwo najwymyślniejszy
podniesienie G1_granica
zniesienie SUBJ_proklamować
świat G2_zstąpienie
półrocze G1_odsetka
tytoń AND_bibułka
pani G1_utarczka
reforma energiczny
wiata G2_podpalenie
tyszanin SUBJ_zagrać
określanie AND_egzaminowanie
wiara G2_doza
analiza G2_promień
województwo SUBJ_pozbawić
różnorodność SUBJ_zagrażać
lufa SUBJ_zatoczyć
udostępnienie G1_sala
norma G2_tylka
przemyślenie pewny
fotos G2_część
akcja globalny
brygada SUBJ_wyśpiewywać
włochy SUBJ_rozgromić
sum SUBJ_sięgnąć
tenisista japoński
metryka dawny
humer SUBJ_zacząć
wdowa szczęśliwy
drzewo G2_kolumnada
pustelnik AND_weronika
hektar G2_posiadanie
elżbieta AND_wioletta
demagog AND_wróg
rock G2_punk
zagajewski SUBJ_wrócić
kopalnia otworowy
rozpisywanie G1_mandat
gra G1_ryszard
inżynier SUBJ_manipulować
poziom G1_próchnica
lew AND_smok
sadyzm G1_człowiek
finał męski
tekst G2_tworzenie
oględziny AND_świadek
samochód G2_autostrada
baba zwariowany
dyrektywa SUBJ_wykonywać
fiord SUBJ_nizać
otrzymanie G2_mechanizm
dżin SUBJ_pilić
zanik AND_świadomość
chmura lodowaty
set G2_ił
raz SUBJ_przypływać
zagłada AND_nicość
zaćmienie AND_bóg
medal AND_finał
katar częsty
mława G2_zabytek
nazewnictwo SUBJ_przestać_przestanie
toster AND_lizaczek
akt AND_zażalenie
kawałek SUBJ_odłamywać
świadectwo SUBJ_ginąć
syn G1_violetta
certyfikat G1_zawodowiec
początek SUBJ_wyjaskrawiać
narząd G2_wrażenie
myśl SUBJ_zakiełkować
termin AND_pobranie
kawa lurowaty
napięcie G1_ania
okazja G2_mat
zawieszenie dalszy
sklepienie G2_wysokość
mahomet AND_kotka
wydanie AND_odesłanie
klasyfikacja systematyczny
osoba G2_uwikłanie
wieść SUBJ_ranić
absolutorium G2_gostyń
ogniwo SUBJ_zorganizować
polonia SUBJ_zakwalifikować
dokonanie AND_przemiana
maciejewski AND_dorota
wysyłanie G1_aplikacja
dobrodziejstwo SUBJ_ograniczyć
tłuszcz AND_aldehyd
rozbieżność SUBJ_zadecydować
dotrzymanie G2_chęć
luka G2_wyobrażenie
mnóstwo G1_technika
przygotowanie G2_hałas
standaryzacja AND_certyfikacja
kolejność G1_wyrzynanie
anita SUBJ_uznawać
zalesienie G2_zwiększenie
dramat AND_frustracja
egipt G2_entuzjasta
układanie AND_drukowanie
przekazanie G1_cudzoziemiec
dziesiątka G1_sytuacja
mózg AND_system
pulsowanie G2_uczucie
dziadzio G1_rybka
siedemnastolatek SUBJ_handlować
entuzjazm G2_burza
szpila G1_lód
socjeta SUBJ_wymagać
proboszcz SUBJ_odkupić
uchwała G2_akapit
los G1_indywiduum
czołówka G1_rock
grotowski SUBJ_wspominać
pływanie G2_stowarzyszenie
kongres G1_cybernetyk
paliwo AND_papieros
zdenerwowanie SUBJ_wystąpić
księżna G2_stół
wytwarzanie przemysłowy
dziedzina G1_sądownictwo
działacz SUBJ_uzgodnić
idol G2_trybun
krzesło AND_klęcznik
komunikat G1_meteorolog
ala G2_kumpel
ludzkość G2_oko_oczy
synchronizacja G1_odczyt
istota AND_smak
kompozytorka krakowski
kierunek prawdopodobny
destruktor wielki
część G1_towar
babka G2_rozmowa
reprodukcja G2_komplet
ogród G2_kształt
adwent G1_rok_lata
próg SUBJ_zamrozić
pogadanka SUBJ_wygłosić
działanie G2_rozwijanie
przewóz AND_handel
chronienie AND_macierzyństwo
przemysław G2_drużyna
śnieg AND_plansza
artysta wzorowy
pasja G1_brewer
wpływ średni
rodzina SUBJ_zapakować
zaopatrzenie G2_całość
warszawa SUBJ_obrzucać
sufit SUBJ_umierać
maszynka SUBJ_pracować
grono G2_selekcja
haider G2_partia
aresztowanie G1_janusz
remont G1_hydrant
konsekwencja G1_propaganda
kopalnia AND_wstrzymanie
nawis SUBJ_zawalać
makieta SUBJ_trafić
nieprawidłowość SUBJ_zwalczać
człowieczeństwo SUBJ_oznaczać
bukareszt SUBJ_posiadać
świadek niebezpieczny
konrad AND_powroźnik
klasztor warowny
filozofia G2_margines
słup SUBJ_wywrócić
mężczyzna SUBJ_łapać
tłok przedświąteczny
ogłada towarzyski
mariusz AND_filipowicz
zgodność G1_rzeczywistość
grzegorz AND_tyka
ginekolog AND_położna
częstochowa AND_mińsk
preludium G2_stan
oświadczenie AND_powiązanie
riff niesamowity
stankiewicz AND_beata
zamówienie realizujący
parter G1_willa
barwa AND_fason
sito G2_olbrzym
ekstraliga SUBJ_podkręcić
robak G2_rój
porozmawianie AND_wiesiek
osłona G1_wycofywanie
koszykówka AND_hokej
teoria G1_pedagogika
sitko G1_prysznic
potęga G1_kierownik
serweta nowy
dwunastka AND_czternastka
jarosław G2_przykład
drużyna G1_amator
usunięcie G1_góra
kamila AND_skiba
brandys G2_strzał
koronka AND_kosztowność
wydanie końcowy
pełnia G2_poświata
rzeczniczek G2_amsterdam
składanie AND_liczenie
telegraf SUBJ_zacząć
para SUBJ_adoptować
paranoja mały
goa G2_pomieszanie
koniec G1_baba
uwalnianie nadmierny
składka G2_filar
producent G1_solarium
pies G1_tor
szczebel G1_drużyna
misterium SUBJ_objawić
obejrzenie G1_przegrana
obrazek G2_pomoc
kierunek SUBJ_przewidzieć
ślad AND_czułość
przebywanie SUBJ_latać
wójs AND_marek
pedał G1_życie
misjonarz AND_krzysztof
detonacja SUBJ_następować
turowicz AND_jacek
niepewność G1_działanie
pryzmat G1_kieszeń
trudność spodziewany
eksperyment AND_manipulacja
emerytura G2_składnik
argentyna południowy
wściekłość AND_ból
informacja zasadniczy
decyzja G1_meksyk
odmiana SUBJ_funkcjonować
informowanie G1_kontroler
osoba trzydziesty
lenin SUBJ_nizać
oferta G1_adriana
zabranie G2_pretekst
facet SUBJ_wyładowywać
wysokość dwukrotny
kilometr G1_modernizacja
dom G1_wasilewski
postępowanie G1_róża
duchowieństwo SUBJ_leczyć
wypowiedź AND_sugestia
rząd SUBJ_kipieć
podbój AND_podporządkowanie
samotność G2_licytacja
pozdrowienie AND_kartka
mistrzostwo AND_doskonałość
idea G1_napisanie
magdalena SUBJ_przybyć
adres G1_kibic
umacnianie AND_wzrost
przypadek szósty
replika G2_cios
odmiana SUBJ_wybierać
antczak G1_wydarzenie
przedstawiciel gminny
okazja G1_wzucie
beza G2_determinacja
chrześcijaństwo G1_diabeł
prośba różny
rewelacja G1_krzysztof
kłótnia AND_kompromitacja
biotechnologia AND_filozofia
jastrzębski SUBJ_ładować
gwardian SUBJ_poprosić
upolitycznienie G2_rzecz
warszawa G1_kurs
nagroda SUBJ_lądować
golkiper AND_sam
ptak AND_torbacz
powód G1_nazwanie
ćwiczenie G2_kompozycja
członka G1_junta
pies SUBJ_sterroryzować
matematyka G2_artysta
imperatyw SUBJ_kierować
poprawa AND_omówienie
zasłanianie AND_powinność
nieporadność SUBJ_obnażyć
zawór G2_montowanie
śrubka AND_wiertło
zapisanie G1_zmiana
kąt G1_rozwarcie
pani G2_zakamarek
fotografia AND_ciasteczko
dolar droższy
młodzieniec nieszczęśliwy
gwiazdka SUBJ_sprosić
konrad G2_medal
kompozycja SUBJ_włączyć
zaraza G2_prusak
markowanie AND_rywal
przygoda G1_badacz
pustka ogromny
element G2_przywracanie
burza SUBJ_rozwiewać
podmiotowość SUBJ_ograniczyć
malcherczyk AND_bielenie
pracownik SUBJ_zabarykadować
dostawa AND_zasilanie
elektronika AND_zastosowanie
zrobienie G1_obwodnica
debata SUBJ_odłożyć
borek SUBJ_domagać
zmysł G1_ziemia
człowiek SUBJ_cukrować
raport SUBJ_słać_ściele
małolata SUBJ_witać
adres G1_stanisław
poprzednik G1_franciszka
promenada AND_sława
dworzanin G1_wiktor
zakup G1_przybór
seminarium ekonomiczny
wole AND_luka
dań G1_warunek
inicjał G1_filip
rejon G1_szczelina
cimoszewicz AND_buzek
dębski G2_integracja
matka G1_oskar
rana AND_powierzchnia
ciotka SUBJ_naprężać
sztuczność AND_martwota
przebranie najciekawszy
integralność G1_kreacja
jarka SUBJ_dostać_dostanie
opróżnienie G1_dom
on G2_odsłanianie
ciężarówka SUBJ_hałasować
jan G2_wiceburmistrz
trzaskanie AND_wychodzenie
urok G1_solarium
napór G1_borek
bluszcz G2_liść
odchody AND_jelito
pasmo G2_manager
zajęcie AND_krzątanina
prefektura koreański
wypłacalność AND_wysokość
przeminięcie G1_groźba
kult zakorzeniony
jezdnia G2_układ
klisiak AND_kotoński
gabinet domowy
szambelan austriacki
uwaga G1_koda
lejc SUBJ_dzierżyć
preferowanie G1_płatność
braterstwo AND_więź
weteran dzielny
prowadzenie G1_receptariusz
spadkobierczyni G1_właściciel
wyjaśnianie AND_interpretacja
strefa AND_kosowo
jones SUBJ_pisać
wójtowicz AND_proboszcz
krawędź AND_podeszwa
pojawienie G2_efekt
europ SUBJ_zmaleć
dealer SUBJ_otrzymywać
opar trujący
indiana G2_prawo
apostrofa G2_pozór
budżet SUBJ_przepchnąć
geodezja AND_geologia
jehowa SUBJ_obliczać
gwiazda G2_chorał
ala G1_wilhelm
rozmnażanie G2_akt
milicja serbski
beza G2_spartak
arystokrata G2_grupa
lewica zielony
ziemia SUBJ_promować
wykres SUBJ_sporządzać
blokada SUBJ_sprzyjać
urzędnik AND_sędzia
przetwarzanie G2_ekonomia
orbis G2_jednostka
malwersant AND_kieszonkowiec
głowa SUBJ_zakryć
łódź AND_czółenko
klawisz G2_brzmienie
sekretarz G1_mirosław
poważanie większy
staruszek SUBJ_stoczyć
gdynia G2_rząd
trudność AND_ławka
zagrożenie G2_przeanalizowanie
teoretyk G1_duchowość
solidarność AND_subsydiarność
ciepło SUBJ_wychodzić
pani ukochany
zwyczaj G1_grzebanie
upał AND_żar
oddech SUBJ_kierować
obyczaj G1_polak
sanktuarium odwiedzany
chwyt SUBJ_nazywać
siła AND_odwaga
wielbicielka G1_horoskop
przerwa AND_okazanie
ujawnienie G2_chęć
brytyjczyk SUBJ_prowokować
leśniewski AND_adam
atrakcyjność G1_mężczyzna
absyda romański
piotr G2_team
doba SUBJ_posiedzieć
przywództwo G2_objęcie
klip SUBJ_zatrzymać
mentalność AND_rozumowanie
beza G2_kobiecina
nowość SUBJ_znaleźć
personel AND_kontynuowanie
tkanina G2_fabryka
wielodzietność SUBJ_lubić
apostoł G2_palka
książę panujący
łapanie G2_program
chmielak AND_mariola
maca SUBJ_uważać
lato G1_złodziejaszek
pozycjonowanie G1_napój
kark AND_robot
joanna G2_utwór
ładunek AND_odszkodowanie
szabla AND_henryk
wiatr SUBJ_wyśmiewać
uchwycenie AND_obliczenie
dziewczę AND_panna
parter G2_przód
wodór SUBJ_odrywać
martyrologia SUBJ_nizać
dokumentacja G1_operacja
specjalista G2_nadprodukcja
nadawanie G2_kod
ubicie SUBJ_obowiązywać
sygnał G1_sprzężenie
odżywienie AND_rozwój
wskaźnik G1_zyskowność
podejście G1_twórca
jerzy AND_wojtyga
luda G1_fanatyzm
znajomość trwały
wyjaśnienie błędny
pierog AND_grzybek
robota G2_zniesienie
żywiciel SUBJ_zakażać
aspiracja G1_lud
symbolika G2_rugowanie
rządzenie AND_koncepcja
skała AND_buk
augustyn SUBJ_połączyć
buzia pyzaty
katolicyzm G2_przywrócenie
narzędzie kamienny
pedel SUBJ_spojrzeć
szczegół najrozmaitszy
plagiator AND_naśladowca
dziewczyna SUBJ_ciekawić
najemczyni zmarły
wentylator olbrzymi
pomieszanie G1_prawda
drużyna G1_piastunka
afera SUBJ_urzędniczeć
gwizdanie G1_miętka
kościół G2_postulat
olga SUBJ_powrócić
zagospodarowanie AND_sygnatariusz
jakub G2_katolicyzm
wadliwość G1_zwołanie
pracownia G1_kołdra
rozpoznanie G2_umiejętność
dyrdymała SUBJ_opowiadać
wdrożenie G2_opis
archeolog AND_etnograf
woskowanie SUBJ_lubić
europ SUBJ_wyrzec
oświetlenie SUBJ_zmieścić
góralszczyzna G2_renesans
pomywaczka G2_charakter
kłódka SUBJ_zwisać
rejon G1_basen
łucja SUBJ_wyjąć
południe SUBJ_ujechać
dukat AND_talar
modrzejewski AND_wybór
ryś AND_niedźwiedź
silnik AND_śruba
obrządek księży
wyobraźnia G1_plastyk
pokład niewyczerpany
ciało SUBJ_unosić
substancja gnijący
dziedzina G1_kameralistyka
modelarstwo SUBJ_budować
drukarka SUBJ_zapewnić
koleżanka SUBJ_razić
wuj G1_mareczka
handlowiec G2_grupka
śmierć smoczy
dotyk AND_słuch
świst AND_warkot
nieoczekiwanie AND_pomoc
żona SUBJ_zdradzić
siłacz G2_turniej
swastyka SUBJ_kluczyć
zabudowanie SUBJ_nadawać
rafał AND_karlsson
rezystancja najmniejszy
rozdrażnienie SUBJ_leczyć
eryk AND_aneta
nabycie AND_wytworzenie
japończyk SUBJ_zlikwidować
kontur G1_konstrukcja
konstruowanie G1_filozofia
huśtawka G1_minister
organizacja G2_orędownik
spora G1_minuta
bohater G2_babka
tobiasz SUBJ_uczyć
syfon G2_użycie
okres G1_odtwarzanie
motyw dawny
przeliczanie G1_głos
przerwanie G1_konflikt
mat G1_kamera
konstanty SUBJ_powitać
skecz G2_obejrzenie
rozpacz G1_pani
świt SUBJ_odsłonić
wiara G2_nabranie
rozszyfrowywanie G2_problem
nagłówek G2_początek
korzystanie G2_segmentacja
sąsiad AND_rodzic
przysposobienie AND_podział
mnich AND_rabin
likwidator SUBJ_wzywać
zabawa G2_chęć
fundament SUBJ_ustanawiać
wtrącenie G1_piesiewicz
kategoria G2_działka
uznanie G1_wyrażenie
holocaust SUBJ_wymyślić
szukanie AND_weryfikacja
mistrz G1_świat
narażenie G1_kibic
hełm AND_strzęp
nasycenie G1_telewizja
zagadnienie G1_wojsko
grafik AND_rytmika
edycja SUBJ_upływać
stawa G2_tafla
zaliczka SUBJ_okazać
ptak obudzony
norman SUBJ_grać
informator SUBJ_uczynić
uroczystość G2_sobota
granatnik SUBJ_zaterkotać
przetwarzanie G2_środek
informacja G2_oferowanie
warta G2_żołnierz
staje AND_ciało
sprzęt wojenny
znajomość długi
produkt sprawdzony
limit AND_norma
eksperymentator SUBJ_zmodyfikować
oglądalność G2_sukces
przeświadczenie SUBJ_umocnić
lokatorek SUBJ_powiedzieć
dziedziczenie G1_małżonek
góral G2_krzyk
opracowywanie G2_pojęcie
gąsior SUBJ_siadać
listonosz przyszły
wata AND_jodyna
przerwanie G2_sposób
cisza AND_adoracja
wizerunek G2_szczęście
wydanie SUBJ_wyznaczyć
korzystanie AND_posiadanie
spora G2_głup
powoływanie G1_okręg
strumień G2_dna
nastolatek G2_lęk
oprogramowanie SUBJ_dostarczać
łeb AND_woda
obserwowanie G1_świat
macocha AND_tata
niedostatek G1_lud
czesław AND_edmund
rzecz skórzany
genetyka AND_psychologia
takt G1_krok
facjata AND_przystawka
jak G1_odnóże
kwota SUBJ_wystarczać
stadko AND_obórka
oziębłość SUBJ_zwyciężyć
oddzielenie AND_pobocze
choroba AND_przestępczość
wyprowadzenie SUBJ_powrócić
siła AND_nagłość
italia G2_błękit
rozumowanie AND_reagowanie
zostanie AND_szpital
przestępstwo G2_rejon
obawa SUBJ_rządzić
konfrontacja AND_przesłuchanie
natura SUBJ_uruchamiać
rosół SUBJ_informować
sala G2_pojemność
rozmówca G1_radek
barek SUBJ_dawać
konkurs AND_maraton
wpisywanie SUBJ_rozpocząć
powrót AND_odzyskanie
teoretyk G1_rzemiosło
gmina zniesiony
świnia G2_los
rybicki SUBJ_usiłować
smak G1_równouprawnienie
starcie G1_głosiciel
władza SUBJ_wzbraniać
piotr AND_mariola
jednostka ważny
znajomość AND_nasienie
opowieść godzinny
wykonanie SUBJ_zlecić
wideokonferencja G2_system
arena G1_zdarzenie
rozmiar G1_kradzież
cela AND_nakaz
pokora AND_pych
kompilacja G2_wrażenie
zwierzchnik G2_postać
zbiornik G2_osuszenie
podatek G2_ulga
lubomirski SUBJ_sprzedać
siostrzyczka G1_otton
wpłata G2_zmniejszenie
prawo szczegółowy
ruina G1_stadion
uderzenie G1_siła
men G2_wzgląd
rozwój piękny
właściciel SUBJ_skwitować
wał SUBJ_formować
formacja SUBJ_nabierać
przedmiot SUBJ_ukształtować
mirosława AND_wojciech
dyżur nocny
zwolennik G1_utrzymanie
stolica romantyczny
pojęcie osobisty
problematyka G1_zaopatrzenie
kastor SUBJ_wstać
czas G1_rozwidnianie
dane SUBJ_zamazać
potwierdzenie dokumentalny
michalak SUBJ_wykorzystać
załganie AND_głupota
wykład poprzedni
sformułowanie AND_warunek
madryt SUBJ_rozbudować
polityk SUBJ_przeważać
zapalenie G1_papieros
deklaracja pisemny
obiekt G1_przetarg
język AND_słownictwo
omnibus SUBJ_składać
forma unowocześniony
poznanie G2_tor
edmund G2_grób
groźba G1_zrobienie
afera G1_łeba
bryja lepki
teren G2_pas
linia szybki
spotkanie AND_wędrówka
traktat talmudyczny
mieszkanie zajmujący
zwycięstwo AND_kapitulacja
projektowanie AND_poznań
podporucznik SUBJ_postać_postanie
silnik uruchomiony
płyta AND_kart
pornografia AND_pozostawienie
przykład G1_żywotność
michał AND_staszów
świt G2_zimno
sołtys AND_samorządowiec
zdziś SUBJ_nienawidzić
poezja SUBJ_uważać
studio cieszyński
polonia AND_raiffeisen
biznes AND_dochodzenie
noc SUBJ_trawić
odsiew AND_udoskonalenie
zrealizowanie G1_wartość
zabijanie SUBJ_sankcjonować
kochanka G1_cesarz
praworządność SUBJ_ustosunkować
ćwierć G2_zagłada
rozkaz G1_skręt
kondycja G1_marka
pan zatrudniony
harmonia G2_stworzenie
lęk paranoiczny
męstwo SUBJ_pozwalać
rosjanka kolejny
warstewka G1_popiół
obrona AND_obalanie
rzesza AND_gwiazda
polanie SUBJ_zamajaczyć
rozpoznanie AND_przekonanie
otwarcie G2_ćwiartka
czarownica G2_chór
kandydat SUBJ_prześwietlać
rozgłos AND_ceremonia
przybysz SUBJ_zmusić
zatoka G2_wydzierżawienie
organizator G2_reprezentowanie
jezus SUBJ_przemówić
nastrój AND_idea
używanie AND_uprzywilejowanie
tkacz SUBJ_rozpalić
idea G1_poszanowanie
kropka AND_kozak
sjesta G2_miejsce
sztorm G2_bałtyk
tkanka G2_ciało
wyobrażenie SUBJ_zapełniać
otwarcie G1_pieczęć
przedstawicielka SUBJ_wyjść
oko_oka AND_rzeźbiarz
zapowiedź wcześniejszy
siemiątkowski AND_kaczmarek
róg kolejny
krąg G1_dokument
strona G1_średniowiecze
waloryzacja niski
goa G2_maca
naleśnik SUBJ_podbić
amerykanista G1_telewizja
profil ideologiczny
wspomnienie G1_poznań
szalenie SUBJ_podziałać
koło G1_mediolan
zbiór G1_sygnał
wykształcenie AND_poziom
misio G2_wyposażenie
rok_lata AND_zebranie
lądolód G2_pobyt
okucie SUBJ_wyrywać
wizerunek AND_marka
róż AND_trębacz
pomiar kolejny
cylinder elegancki
krawat G1_mama
opis podwójny
przechadzka G1_hrabia
zarejestrowanie AND_uzyskanie
czytadło SUBJ_dokonać
mleko SUBJ_wylewać
odstęp AND_grupa
broda G2_tylka
oskarżenie G1_edward
wyjaśnienie prawidłowy
facet SUBJ_zwyciężać
męczarnia SUBJ_wycisnąć
dziryt SUBJ_być
pszczoła SUBJ_nauczyć
przypadek G1_kompozycja
proletariat G2_większość
księżyc G2_zdobywca
zarządca G1_centrum
sens G1_noga
pikieta SUBJ_odbywać
kredyt G2_stocznia
żebro AND_plecy
dziewczyna SUBJ_otulić
różnica SUBJ_czulić
surowiec G2_planeta
pływalnia AND_hotel
przeprawa SUBJ_nastąpić
gimnazjalista G1_powiat
jacques G2_przewodnictwo
jednia AND_luda
powtórzenie AND_mięsień
usypianie G2_zakres
częstość SUBJ_wynosić
notatka AND_wydruk
dziesiątek SUBJ_posadzić
światło SUBJ_przemalowywać
pojednanie szybki
wchłanianie SUBJ_zwiększyć
nazwisko G1_rolnik
wiktor G2_dyrekcja
tylka G1_napój
boy SUBJ_atakować
trenowanie SUBJ_latać
syn G1_hołobla
biskup G2_prymicja
słownik G1_minimum
śnieżka AND_lotos
archiwalia G2_konserwacja
ogłoszenie SUBJ_żądać
odpad G2_przechowywanie
zachód wolny
milczenie G2_chwila
muzeum chrzanowski
bogini SUBJ_zdradzać
wersja luksusowy
toskania G2_droga
zaskarżenie G1_lista
beczka AND_skrzynia
funkcja G1_kopiowanie
klub AND_frączek
ogrodnictwo AND_budownictwo
domek bielony
świetlica G2_przegląd
koda AND_cyfra
nic AND_kula
pobudzanie G1_odpowiedzialność
żarnowiec SUBJ_wnikać
tłuszcz G2_kula
aktorka tańczący
roland G2_pamięć
brawura AND_bohaterstwo
rakieta SUBJ_produkować
źródło G1_różnorodność
sprawność AND_zasięg
glin AND_piasek
warunek SUBJ_zaakceptować
podłużnica G2_naprawa
gruszecki G2_lokata
plażowicz SUBJ_przestrzegać
zdrowie G2_pasterz
klient AND_kalendarz
ewangelia SUBJ_przynosić
prominent komunistyczny
upoważnienie G1_sąd
organ AND_sara
socjalizm pojęty
szlafmyca AND_kimono
spowiedź G1_beza
michał SUBJ_grać
papier G2_indeks
stanowisko tłusty
igła SUBJ_odnaleźć
igor SUBJ_ubolewać
fresk SUBJ_należeć
festiwal G2_okoliczność
przerażająco G2_świat
biznes G2_uwaga
trzask SUBJ_przerywać
dolina AND_cmentarz
poezja G1_kawa
uprowadzenie AND_żądanie
konserwator pomorski
wykorzystanie SUBJ_zależeć
kościuszka G2_pogrzeb
piaskowiec G2_blok
ziemia łotewski
podjęcie AND_pełnienie
odbyt AND_sposobność
armia G2_szturm
chwila G1_przeznaczenie
strajk bohaterski
tendencja główny
dzieciak G2_osiemdziesiątka
niweczenie AND_duszenie
ciąg G1_dokonanie
ciocia G1_perełka
szkic G1_posterunek
airbus SUBJ_obsługiwać
unikanie SUBJ_zabawić
polonez SUBJ_towarzyszyć
babcia SUBJ_rozdzielać
uroda SUBJ_przekomarzać
mól SUBJ_zjeść
tantiema SUBJ_napływać
zaakceptowanie AND_wdrażanie
cezary AND_śliwiński
krzywda AND_uraz
republika G2_prawo
firma SUBJ_grupować
wolontariusz SUBJ_docierać
podanie AND_powieść
skarbnik ówczesny
miał AND_pojedynek
baba G1_serce
herbert G2_rozmowa
sinus AND_kosinus
rozrzut SUBJ_sugerować
chemioterapeutyk SUBJ_lubić
miano G1_sukcesja
piec G2_drzwi
róg SUBJ_wykorzystać
feminizm AND_mądrość
postanowienie ponowny
klasztor SUBJ_zamieniać
łącznościowiec SUBJ_obsługiwać
agnieszka G2_dobitka
miejsce G1_rozgrywanie
osina G2_nic
determinacja SUBJ_odzwierciedlać
